,Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns,Investment
174,2018-05-23,Siltronic AG,adidas AG,Mediaset Espana Comunicacion SA,AIXTRON SE,Neste Oyj,Aurubis AG,Neopost SA,Dechra Pharmaceuticals PLC,Promotora de Informaciones SA,Debenhams PLC,TalkTalk Telecom Group PLC,STMicroelectronics NV.1,Autoliv Inc,Umicore SA,Rheinmetall AG,Nexans SA,STMicroelectronics NV,Infineon Technologies AG,D/S Norden A/S,GRENKE AG,Jupiter Fund Management PLC,BE Semiconductor Industries NV,Bovis Homes Group PLC,JM AB,Vestas Wind Systems A/S,Howden Joinery Group PLC,Deutsche Boerse AG,NH Hotel Group SA,Pharol SGPS SA,Independent News & Media PLC,Flughafen Zurich AG,Micro Focus International PLC,ASML Holding NV,ConvaTec Group PLC,Ashtead Group PLC,Elior Group SA,Intermediate Capital Group PLC,KION Group AG,Hexagon AB,Sulzer AG,Sulzer AG.1,ams AG,IWG PLC,Rockwool International A/S,Investec PLC,Sartorius AG,YIT OYJ,Telenet Group Holding NV,Sunrise Communications Group AG,Luxottica Group SpA,Euronext NV.1,Bellway PLC,Vonovia SE,RWE AG,Carl Zeiss Meditec AG,Inmobiliaria Colonial Socimi SA,Grafton Group PLC.1,Aggreko PLC,Thomas Cook Group PLC,Delivery Hero SE,0.011184917209679712,70.04
175,2018-06-01,Siltronic AG,adidas AG,Mediaset Espana Comunicacion SA,Aurubis AG,Neste Oyj,Dechra Pharmaceuticals PLC,Promotora de Informaciones SA,Autoliv Inc,Neopost SA,STMicroelectronics NV.1,Umicore SA,TalkTalk Telecom Group PLC,Nexans SA,Debenhams PLC,STMicroelectronics NV,Infineon Technologies AG,Ashtead Group PLC,Rheinmetall AG,GRENKE AG,BE Semiconductor Industries NV,Jupiter Fund Management PLC,Howden Joinery Group PLC,AIXTRON SE,JM AB,Deutsche Boerse AG,Pharol SGPS SA,Vestas Wind Systems A/S,NH Hotel Group SA,ASML Holding NV,D/S Norden A/S,ConvaTec Group PLC,Bovis Homes Group PLC,Independent News & Media PLC,Hexagon AB,Micro Focus International PLC,Intermediate Capital Group PLC,Thomas Cook Group PLC,Rockwool International A/S,Telenet Group Holding NV,KION Group AG,Flughafen Zurich AG,YIT OYJ,ams AG,Inmarsat PLC,Elior Group SA,Erste Group Bank AG,Sulzer AG.1,Sulzer AG,Investec PLC,Deutsche Lufthansa AG,Delivery Hero SE,Sunrise Communications Group AG,Luxottica Group SpA,Vonovia SE,Volvo AB,Grafton Group PLC.1,Inmobiliaria Colonial Socimi SA,IWG PLC,Kering SA,1&1 Drillisch AG,-0.0280388117544977,68.08
176,2018-06-12,Siltronic AG,adidas AG,STMicroelectronics NV.1,Umicore SA,Neopost SA,Aurubis AG,Mediaset Espana Comunicacion SA,Neste Oyj,Dechra Pharmaceuticals PLC,STMicroelectronics NV,Meyer Burger Technology AG,Autoliv Inc,Nexans SA,Infineon Technologies AG,GRENKE AG,Independent News & Media PLC,Ashtead Group PLC,ConvaTec Group PLC,Promotora de Informaciones SA,Deutsche Boerse AG,JM AB,Euronext NV.1,Pharol SGPS SA,Rheinmetall AG,TalkTalk Telecom Group PLC,Rockwool International A/S,ASML Holding NV,Howden Joinery Group PLC,Jupiter Fund Management PLC,Electrocomponents PLC,Micro Focus International PLC,Elior Group SA,Debenhams PLC,BE Semiconductor Industries NV,AIXTRON SE,Inmarsat PLC,Vonovia SE,D/S Norden A/S,YIT OYJ,NH Hotel Group SA,Bovis Homes Group PLC,GN Store Nord A/S,SSP Group Plc,Hexagon AB,Thomas Cook Group PLC,Vestas Wind Systems A/S,Linde AG.1,MLP SE,Kering SA,Flughafen Zurich AG,Enel SpA,LEG Immobilien AG,Freenet AG,Luxottica Group SpA,IWG PLC,Genmab A/S,KION Group AG,Sulzer AG,Sulzer AG.1,Sunrise Communications Group AG,0.019883610695252036,69.43
177,2018-06-21,Siltronic AG,adidas AG,Umicore SA,STMicroelectronics NV.1,Meyer Burger Technology AG,Aurubis AG,Pharol SGPS SA,Inmarsat PLC,STMicroelectronics NV,Dechra Pharmaceuticals PLC,Elior Group SA,Neste Oyj,Nexans SA,Infineon Technologies AG,Mediaset Espana Comunicacion SA,Neopost SA,Autoliv Inc,TalkTalk Telecom Group PLC,GRENKE AG,Euronext NV.1,Rheinmetall AG,Ashtead Group PLC,ConvaTec Group PLC,JM AB,Independent News & Media PLC,Howden Joinery Group PLC,Bovis Homes Group PLC,ASML Holding NV,Electrocomponents PLC,Promotora de Informaciones SA,Jupiter Fund Management PLC,D/S Norden A/S,BE Semiconductor Industries NV,Deutsche Boerse AG,SSP Group Plc,Micro Focus International PLC,YIT OYJ,Debenhams PLC,AIXTRON SE,Rockwool International A/S,Thomas Cook Group PLC,Sulzer AG,Sulzer AG.1,Vestas Wind Systems A/S,Buzzi Unicem SpA,Cargotec Oyj,Genmab A/S,GN Store Nord A/S,Linde AG.1,Vonovia SE,Bechtle AG,NH Hotel Group SA,Essity AB,Intermediate Capital Group PLC,MLP SE,KION Group AG,Prysmian SpA,Erste Group Bank AG,Kering SA,Bellway PLC,-0.02645428731617399,67.59
178,2018-07-02,Siltronic AG,Pharol SGPS SA,Inmarsat PLC,Indivior PLC,adidas AG,Aurubis AG,Dechra Pharmaceuticals PLC,Umicore SA,Independent News & Media PLC,Mediaset Espana Comunicacion SA,Infineon Technologies AG,ConvaTec Group PLC,STMicroelectronics NV.1,Neste Oyj,Autoliv Inc,Neopost SA,Thomas Cook Group PLC,Rheinmetall AG,STMicroelectronics NV,TalkTalk Telecom Group PLC,Ashtead Group PLC,JM AB,Euronext NV.1,Electrocomponents PLC,Genmab A/S,Meyer Burger Technology AG,SSP Group Plc,Micro Focus International PLC,YIT OYJ,Bovis Homes Group PLC,GRENKE AG,Elior Group SA,BE Semiconductor Industries NV,Deutsche Boerse AG,Howden Joinery Group PLC,Sulzer AG.1,Sulzer AG,Modern Times Group MTG AB,Essity AB,ASML Holding NV,Air France-KLM,Jupiter Fund Management PLC,dormakaba Holding AG,MLP SE,Deutsche Lufthansa AG,British American Tobacco PLC,D/S Norden A/S,Cargotec Oyj,AIB Group PLC,Freenet AG,Intermediate Capital Group PLC,GN Store Nord A/S,IWG PLC,Rockwool International A/S,Evraz PLC,KION Group AG,Volvo AB,Linde AG.1,Bechtle AG,Buzzi Unicem SpA,-0.037358766105670765,65.06
179,2018-07-11,Siltronic AG,Pharol SGPS SA,Meyer Burger Technology AG,STMicroelectronics NV.1,Umicore SA,adidas AG,Dechra Pharmaceuticals PLC,Aurubis AG,Infineon Technologies AG,BE Semiconductor Industries NV,STMicroelectronics NV,OSRAM Licht AG,Indivior PLC,Prysmian SpA,JM AB,Autoliv Inc,ASML Holding NV,Thomas Cook Group PLC,Wirecard AG,GRENKE AG,Bovis Homes Group PLC,Ashtead Group PLC,Micro Focus International PLC,Euronext NV.1,Independent News & Media PLC,Neste Oyj,KION Group AG,YIT OYJ,Sulzer AG,Sulzer AG.1,Mediaset Espana Comunicacion SA,Rheinmetall AG,Cargotec Oyj,Evotec AG,Electrocomponents PLC,Intermediate Capital Group PLC,Buzzi Unicem SpA,ams AG,Deutsche Boerse AG,Reach PLC,SSP Group Plc,Bechtle AG,TechnipFMC PLC,Fiat Chrysler Automobiles NV,Kering SA,dormakaba Holding AG,Neopost SA,Freenet AG,Ingenico Group SA,Skanska AB,Modern Times Group MTG AB,AIB Group PLC,Argenx SE,Unipol Gruppo Finanziario SpA,Evraz PLC,TalkTalk Telecom Group PLC,Essity AB,Rockwool International A/S,Jupiter Fund Management PLC,Deutsche Lufthansa AG,0.011560439720310785,65.81
180,2018-07-20,Siltronic AG,Meyer Burger Technology AG,Aurubis AG,Pharol SGPS SA,STMicroelectronics NV.1,Infineon Technologies AG,adidas AG,Indivior PLC,Playtech Plc,Dechra Pharmaceuticals PLC,JM AB,Umicore SA,STMicroelectronics NV,Prysmian SpA,OSRAM Licht AG,Autoliv Inc,AIXTRON SE,Evotec AG,ASML Holding NV,BE Semiconductor Industries NV,ams AG,Thomas Cook Group PLC,Ashtead Group PLC,Wirecard AG,Neste Oyj,Rheinmetall AG,Bovis Homes Group PLC,GRENKE AG,KION Group AG,Independent News & Media PLC,Reach PLC,TechnipFMC PLC,Ingenico Group SA,Euronext NV.1,Freenet AG,Evraz PLC,Neopost SA,Electrocomponents PLC,Sulzer AG,Sulzer AG.1,Mediaset Espana Comunicacion SA,Buzzi Unicem SpA,Nexans SA,Luxottica Group SpA,SBM Offshore NV,YIT OYJ,Rockwool International A/S,Fiat Chrysler Automobiles NV,SSP Group Plc,Intermediate Capital Group PLC,Linde AG.1,Hexagon AB,Modern Times Group MTG AB,dormakaba Holding AG,ASM International NV,Investec PLC,Cargotec Oyj,Covestro AG,Wartsila OYJ Abp,Sandvik AB,-0.005855068528252134,65.42
181,2018-07-31,Meyer Burger Technology AG,Siltronic AG,Indivior PLC,Aurubis AG,Pharol SGPS SA,STMicroelectronics NV.1,Dechra Pharmaceuticals PLC,Evotec AG,Infineon Technologies AG,Thomas Cook Group PLC,Umicore SA,adidas AG,STMicroelectronics NV,Autoliv Inc,Prysmian SpA,Altran Technologies SA,Rheinmetall AG,ASML Holding NV,BE Semiconductor Industries NV,Wirecard AG,AIXTRON SE,OSRAM Licht AG,Neste Oyj,Evraz PLC,Independent News & Media PLC,Bovis Homes Group PLC,Modern Times Group MTG AB,TechnipFMC PLC,TP ICAP PLC,GRENKE AG,dormakaba Holding AG,Euronext NV.1,Playtech Plc,Freenet AG,Ashtead Group PLC,ams AG,GAM Holding AG,Ingenico Group SA,Reach PLC,KION Group AG,Banca Piccolo Credito Valtellinese Scarl,Nexans SA,Mediaset Espana Comunicacion SA,Kering SA,Luxottica Group SpA,Carl Zeiss Meditec AG,Electrocomponents PLC,Cargotec Oyj,Buzzi Unicem SpA,SSP Group Plc,Sulzer AG.1,Sulzer AG,Linde AG.1,YIT OYJ,Neopost SA,Investec PLC,Elisa OYJ,Fiat Chrysler Automobiles NV,Micro Focus International PLC,Argenx SE,-0.003374796282081635,65.2
182,2018-08-09,Meyer Burger Technology AG,Indivior PLC,Pharol SGPS SA,Siltronic AG,Aurubis AG,STMicroelectronics NV.1,Evotec AG,STMicroelectronics NV,Autoliv Inc,Dechra Pharmaceuticals PLC,Infineon Technologies AG,Umicore SA,Altran Technologies SA,Wirecard AG,adidas AG,ASML Holding NV,Fiat Chrysler Automobiles NV,Rheinmetall AG,Thomas Cook Group PLC,Prysmian SpA,BE Semiconductor Industries NV,TechnipFMC PLC,Reach PLC,GRENKE AG,TalkTalk Telecom Group PLC,Neopost SA,Evraz PLC,Modern Times Group MTG AB,Ashtead Group PLC,OSRAM Licht AG,Kering SA,Nexans SA,KION Group AG,Playtech Plc,Sopra Steria Group,Electrocomponents PLC,Loomis AB,Sulzer AG,Sulzer AG.1,Vestas Wind Systems A/S,Euronext NV.1,GAM Holding AG,Elekta AB,Neste Oyj,Bovis Homes Group PLC,Independent News & Media PLC,AIXTRON SE,TP ICAP PLC,dormakaba Holding AG,Luxottica Group SpA,Rio Tinto PLC,Investec PLC,Konecranes OYJ,Genmab A/S,Argenx SE,Hunting PLC,YIT OYJ,Linde AG.1,Banco BPM SpA,Banca Popolare dell'Emilia Romagna Scrl,-0.008607468959856842,64.64
183,2018-08-20,Pharol SGPS SA,Indivior PLC,Meyer Burger Technology AG,Aurubis AG,Siltronic AG,STMicroelectronics NV.1,Evotec AG,Dechra Pharmaceuticals PLC,Autoliv Inc,STMicroelectronics NV,Infineon Technologies AG,Altran Technologies SA,Fiat Chrysler Automobiles NV,Umicore SA,adidas AG,BE Semiconductor Industries NV,TalkTalk Telecom Group PLC,TechnipFMC PLC,Evraz PLC,OSRAM Licht AG,Prysmian SpA,Thomas Cook Group PLC,Wirecard AG,Rheinmetall AG,GRENKE AG,ASML Holding NV,Reach PLC,Modern Times Group MTG AB,Kering SA,Playtech Plc,Linde AG.1,Hunting PLC,Neopost SA,Bovis Homes Group PLC,Nexans SA,Electrocomponents PLC,Rio Tinto PLC,Ashtead Group PLC,ams AG,Sulzer AG,Sulzer AG.1,Sopra Steria Group,Konecranes OYJ,Banca Popolare dell'Emilia Romagna Scrl,Lonmin PLC,Eramet,Centamin PLC,KION Group AG,Banca Piccolo Credito Valtellinese Scarl,Loomis AB,dormakaba Holding AG,Argenx SE,SSP Group Plc,Investec PLC,Elekta AB,EXOR NV,Genmab A/S,Luxottica Group SpA,AIXTRON SE,Neste Oyj,-0.04577858228352763,61.68
184,2018-08-29,Pharol SGPS SA,Indivior PLC,Evotec AG,Siltronic AG,Aurubis AG,Dechra Pharmaceuticals PLC,STMicroelectronics NV,STMicroelectronics NV.1,Infineon Technologies AG,Autoliv Inc,Meyer Burger Technology AG,Wirecard AG,adidas AG,Altran Technologies SA,OSRAM Licht AG,Reach PLC,Umicore SA,GRENKE AG,ASML Holding NV,Modern Times Group MTG AB,TalkTalk Telecom Group PLC,BE Semiconductor Industries NV,Linde AG.1,Kering SA,Fiat Chrysler Automobiles NV,TechnipFMC PLC,Hunting PLC,Prysmian SpA,Bovis Homes Group PLC,Lonmin PLC,Rheinmetall AG,Thomas Cook Group PLC,Playtech Plc,dormakaba Holding AG,Unipol Gruppo Finanziario SpA,Sopra Steria Group,ams AG,Loomis AB,Rio Tinto PLC,Genmab A/S,Nexans SA,Electrocomponents PLC,D/S Norden A/S,UDG Healthcare PLC,GN Store Nord A/S,Elekta AB,Investec PLC,Evraz PLC,Micro Focus International PLC,Centamin PLC,Sulzer AG,Sulzer AG.1,Ashtead Group PLC,KION Group AG,Banca Piccolo Credito Valtellinese Scarl,ASM International NV,Fingerprint Cards AB,Eramet,Genel Energy Plc,Neste Oyj,0.035523869806333076,63.87
185,2018-09-07,Evotec AG,Pharol SGPS SA,Indivior PLC,Siltronic AG,Aurubis AG,Dechra Pharmaceuticals PLC,STMicroelectronics NV,Argenx SE,STMicroelectronics NV.1,Meyer Burger Technology AG,Wirecard AG,Infineon Technologies AG,Autoliv Inc,Altran Technologies SA,OSRAM Licht AG,ASML Holding NV,Linde AG.1,BE Semiconductor Industries NV,adidas AG,Reach PLC,GRENKE AG,Umicore SA,Thomas Cook Group PLC,Genel Energy Plc,Fiat Chrysler Automobiles NV,ams AG,Playtech Plc,Modern Times Group MTG AB,TechnipFMC PLC,Kering SA,Rheinmetall AG,Bovis Homes Group PLC,KION Group AG,Prysmian SpA,dormakaba Holding AG,Hunting PLC,Sopra Steria Group,D/S Norden A/S,GN Store Nord A/S,Loomis AB,TalkTalk Telecom Group PLC,Banca Piccolo Credito Valtellinese Scarl,Electrocomponents PLC,Rio Tinto PLC,Unipol Gruppo Finanziario SpA,Covestro AG,Neste Oyj,Evraz PLC,Konecranes OYJ,Centamin PLC,ASM International NV,Investec PLC,Rockwool International A/S,Fingerprint Cards AB,Elekta AB,Micro Focus International PLC,Nexans SA,EXOR NV,YIT OYJ,easyJet PLC,-0.044669519169539124,61.02
186,2018-09-18,Evotec AG,Indivior PLC,Pharol SGPS SA,Meyer Burger Technology AG,Argenx SE,STMicroelectronics NV,Siltronic AG,Wirecard AG,Aurubis AG,STMicroelectronics NV.1,Infineon Technologies AG,Autoliv Inc,Fingerprint Cards AB,adidas AG,GRENKE AG,Linde AG.1,BE Semiconductor Industries NV,Bovis Homes Group PLC,Umicore SA,Modern Times Group MTG AB,dormakaba Holding AG,OSRAM Licht AG,Reach PLC,ASML Holding NV,Thomas Cook Group PLC,Fiat Chrysler Automobiles NV,ams AG,Prysmian SpA,Banca Piccolo Credito Valtellinese Scarl,Lonmin PLC,Altran Technologies SA,Playtech Plc,Rheinmetall AG,GN Store Nord A/S,TalkTalk Telecom Group PLC,JM AB,Elekta AB,Unipol Gruppo Finanziario SpA,Genel Energy Plc,Banca Popolare dell'Emilia Romagna Scrl,D/S Norden A/S,Loomis AB,Electrocomponents PLC,Dechra Pharmaceuticals PLC,Sopra Steria Group,KION Group AG,Buzzi Unicem SpA,Kering SA,Micro Focus International PLC,Rockwool International A/S,YIT OYJ,Investec PLC,Rio Tinto PLC,ASM International NV,TechnipFMC PLC,Evraz PLC,easyJet PLC,Holmen AB,Covestro AG,ConvaTec Group PLC,0.0011381413632155816,61.09
187,2018-09-27,Evotec AG,Indivior PLC,Pharol SGPS SA,Wirecard AG,STMicroelectronics NV,Meyer Burger Technology AG,Siltronic AG,STMicroelectronics NV.1,Argenx SE,Aurubis AG,Infineon Technologies AG,Fiat Chrysler Automobiles NV,Fingerprint Cards AB,Autoliv Inc,adidas AG,Linde AG.1,GRENKE AG,Umicore SA,BE Semiconductor Industries NV,OSRAM Licht AG,Thomas Cook Group PLC,Modern Times Group MTG AB,Bovis Homes Group PLC,Reach PLC,ASML Holding NV,Prysmian SpA,dormakaba Holding AG,JM AB,GN Store Nord A/S,Rheinmetall AG,GAM Holding AG,Altran Technologies SA,Elekta AB,Playtech Plc,Unipol Gruppo Finanziario SpA,Kering SA,Banca Popolare dell'Emilia Romagna Scrl,ams AG,EXOR NV,Sopra Steria Group,D/S Norden A/S,Loomis AB,Buzzi Unicem SpA,Electrocomponents PLC,Genmab A/S,Lonmin PLC,Investec PLC,YIT OYJ,Rio Tinto PLC,Evraz PLC,KION Group AG,Hexagon AB,Genel Energy Plc,SSP Group Plc,AIXTRON SE,TechnipFMC PLC,Sulzer AG.1,Sulzer AG,Gerresheimer AG,British American Tobacco PLC,0.004832972422441313,61.39
188,2018-10-08,Evotec AG,Indivior PLC,Pharol SGPS SA,Wirecard AG,Thomas Cook Group PLC,Nyrstar NV,Argenx SE,STMicroelectronics NV,Siltronic AG,Fingerprint Cards AB,STMicroelectronics NV.1,Infineon Technologies AG,Aurubis AG,Fiat Chrysler Automobiles NV,GRENKE AG,adidas AG,Linde AG.1,Modern Times Group MTG AB,Umicore SA,Autoliv Inc,OSRAM Licht AG,Bovis Homes Group PLC,BE Semiconductor Industries NV,ASML Holding NV,Elekta AB,Reach PLC,GN Store Nord A/S,dormakaba Holding AG,Banca Popolare dell'Emilia Romagna Scrl,Prysmian SpA,JM AB,Unipol Gruppo Finanziario SpA,ams AG,Kering SA,Rheinmetall AG,Genmab A/S,Playtech Plc,GAM Holding AG,Loomis AB,EXOR NV,Electrocomponents PLC,Meyer Burger Technology AG,Buzzi Unicem SpA,Sopra Steria Group,Dechra Pharmaceuticals PLC,TechnipFMC PLC,Altran Technologies SA,Evraz PLC,AIXTRON SE,Gerresheimer AG,Holmen AB,Rio Tinto PLC,British American Tobacco PLC,Sulzer AG,Sulzer AG.1,Genel Energy Plc,D/S Norden A/S,Banco BPM SpA,Rockwool International A/S,Covestro AG,-0.05311277399964808,58.13
189,2018-10-17,Indivior PLC,Evotec AG,Pharol SGPS SA,Wirecard AG,Nyrstar NV,Thomas Cook Group PLC,Argenx SE,Fingerprint Cards AB,Siltronic AG,Fiat Chrysler Automobiles NV,Infineon Technologies AG,STMicroelectronics NV,Linde AG.1,adidas AG,STMicroelectronics NV.1,Reach PLC,Aurubis AG,Modern Times Group MTG AB,Bovis Homes Group PLC,GRENKE AG,BE Semiconductor Industries NV,Umicore SA,GN Store Nord A/S,Autoliv Inc,Prysmian SpA,Altran Technologies SA,JM AB,OSRAM Licht AG,dormakaba Holding AG,Elekta AB,ASML Holding NV,Kering SA,Genmab A/S,Playtech Plc,Banca Popolare dell'Emilia Romagna Scrl,Buzzi Unicem SpA,Loomis AB,TP ICAP PLC,Unipol Gruppo Finanziario SpA,AIXTRON SE,ConvaTec Group PLC,Rheinmetall AG,EXOR NV,Sopra Steria Group,Soco International PLC,Electrocomponents PLC,Gerresheimer AG,Fresenius Medical Care AG & Co KGaA,Holmen AB,British American Tobacco PLC,TechnipFMC PLC,ams AG,Hunting PLC,Rockwool International A/S,Burberry Group PLC,Dechra Pharmaceuticals PLC,D/S Norden A/S,Banco BPM SpA,Covestro AG,Tate & Lyle PLC,-0.04715342484405317,55.39
190,2018-10-26,Evotec AG,Indivior PLC,Wirecard AG,Argenx SE,Pharol SGPS SA,Nyrstar NV,Dialog Semiconductor PLC,Siltronic AG,Fiat Chrysler Automobiles NV,STMicroelectronics NV,Fingerprint Cards AB,STMicroelectronics NV.1,Linde AG.1,Lonmin PLC,AIXTRON SE,Reach PLC,Bovis Homes Group PLC,Infineon Technologies AG,BE Semiconductor Industries NV,adidas AG,Umicore SA,Buzzi Unicem SpA,Aurubis AG,Kering SA,TalkTalk Telecom Group PLC,Genmab A/S,Altran Technologies SA,ASML Holding NV,Autoliv Inc,Thomas Cook Group PLC,JM AB,Modern Times Group MTG AB,Hunting PLC,Fresnillo PLC,GRENKE AG,Soco International PLC,OSRAM Licht AG,Evraz PLC,GN Store Nord A/S,Sopra Steria Group,Rheinmetall AG,Meyer Burger Technology AG,Neopost SA,Burberry Group PLC,Elekta AB,Prysmian SpA,Bechtle AG,EXOR NV,Recordati SpA,dormakaba Holding AG,Kingspan Group PLC,TP ICAP PLC,Playtech Plc,TechnipFMC PLC,Carl Zeiss Meditec AG,Banca Popolare dell'Emilia Romagna Scrl,Rio Tinto PLC,Flughafen Zurich AG,Sage Group PLC/The,Loomis AB,-0.0654246414132867,51.77
191,2018-11-06,Indivior PLC,Evotec AG,Argenx SE,Wirecard AG,Lonmin PLC,Thomas Cook Group PLC,Inchcape PLC,Fingerprint Cards AB,Fresenius Medical Care AG & Co KGaA,Dialog Semiconductor PLC,Fresnillo PLC,Linde AG.1,Fiat Chrysler Automobiles NV,Pharol SGPS SA,Soco International PLC,Burberry Group PLC,Genel Energy Plc,Elekta AB,adidas AG,Playtech Plc,Bovis Homes Group PLC,Next PLC,TechnipFMC PLC,Buzzi Unicem SpA,Meyer Burger Technology AG,GN Store Nord A/S,Loomis AB,TP ICAP PLC,Randgold Resources Ltd,Distribuidora Internacional de Alimentac,easyJet PLC,Eurofins Scientific SE,Modern Times Group MTG AB,Kering SA,Orkla ASA,Ambu A/S,H Lundbeck A/S,Ubisoft Entertainment SA,B&M European Value Retail SA,dormakaba Holding AG,De La Rue PLC,Evraz PLC,Flughafen Zurich AG,Autoliv Inc,Gerresheimer AG,Intu Properties PLC,Nyrstar NV,SSP Group Plc,Pandora A/S,Howden Joinery Group PLC,Marfin Investment Group Holdings SA,Persimmon PLC,Gjensidige Forsikring ASA,Airbus SE,Genmab A/S,Rightmove PLC,Fresenius SE & Co KGaA.2,Ferguson PLC,Puma SE,Centamin PLC,0.05266465166363921,54.5
192,2018-11-15,Indivior PLC,Wirecard AG,Evotec AG,Lonmin PLC,Abengoa SA,Argenx SE,Fresenius Medical Care AG & Co KGaA,Inchcape PLC,Soco International PLC,TechnipFMC PLC,adidas AG,Fiat Chrysler Automobiles NV,Pharol SGPS SA,Linde AG.1,Dialog Semiconductor PLC,Genel Energy Plc,Elekta AB,Hunting PLC,Puma SE,Fresnillo PLC,Ubisoft Entertainment SA,Autoliv Inc,Marfin Investment Group Holdings SA,Burberry Group PLC,Orkla ASA,Dometic Group AB,Evraz PLC,GN Store Nord A/S,Eurofins Scientific SE,SBM Offshore NV,Airbus SE,Thomas Cook Group PLC,Valeo SA,TP ICAP PLC,Pandora A/S,Playtech Plc,Saipem SpA,TGS NOPEC Geophysical Co ASA,Solocal Group,Aker Solutions ASA,Loomis AB,Software AG,Fresenius SE & Co KGaA.2,Kering SA,Ambu A/S,De La Rue PLC,Buzzi Unicem SpA,Next PLC,Distribuidora Internacional de Alimentac,H Lundbeck A/S,dormakaba Holding AG,Ferguson PLC,Modern Times Group MTG AB,Centamin PLC,Zurich Insurance Group AG.1,Zurich Insurance Group AG,AIB Group PLC,Tullow Oil PLC,Peugeot SA,Gjensidige Forsikring ASA,-0.03684718600538727,52.49
193,2018-11-26,Indivior PLC,Wirecard AG,Evotec AG,Fiat Chrysler Automobiles NV,Abengoa SA,Fresenius Medical Care AG & Co KGaA,Lonmin PLC,Soco International PLC,Argenx SE,Puma SE,Inchcape PLC,Banca Popolare dell'Emilia Romagna Scrl,adidas AG,Ubisoft Entertainment SA,Marfin Investment Group Holdings SA,Dometic Group AB,Fresenius SE & Co KGaA.2,Genel Energy Plc,Evraz PLC,Dialog Semiconductor PLC,TechnipFMC PLC,Aker Solutions ASA,TGS NOPEC Geophysical Co ASA,Linde AG.1,Airbus SE,Valeo SA,Fresnillo PLC,Alpha Bank AE,Unipol Gruppo Finanziario SpA,Saipem SpA,SBM Offshore NV,Hunting PLC,Loomis AB,Thomas Cook Group PLC,Siltronic AG,REC Silicon ASA,Software AG,Orkla ASA,Eurobank Ergasias SA,Kering SA,Autoliv Inc,Pharol SGPS SA,Eurofins Scientific SE,Hella GmbH & Co KGaA,Safran SA,GN Store Nord A/S,Ferguson PLC,Mediobanca SpA,Pandora A/S,Solocal Group,Modern Times Group MTG AB,Anglo American PLC,EXOR NV,TP ICAP PLC,Buzzi Unicem SpA,Gjensidige Forsikring ASA,FinecoBank Banca Fineco SpA,Rio Tinto PLC,Next PLC,Playtech Plc,-0.058073059899021034,49.44
